document_id|segment_id|awajun_text
AGR0004_segmented.txt|812|Mina yujuawagma nunú ashi kaunkati tutai, wagkag tawa tusag etsegkaju, nii wegaji, tsatsaji, sai aidaushkam
AGR0004_segmented.txt|813|Ashi kaunkamtai wee chichak: tuwig wetaji taya tuajame nagkamak
AGR0004_segmented.txt|814|Tusa ashi shiig epemi wechamin wajas chimpimsaju
AGR0004_segmented.txt|815|Nui batsamas nijamchin umui-umuinakua nampenak tuu nampeya tuajame
AGR0004_segmented.txt|816|Weenmash wetaji, pawagki, pawagki. tuwigki wetaji, pawagki, pawagki
AGR0004_segmented.txt|817|Wajakaiyash wetaji, pawagki pawagki. tuwigki wetaji, pawagki, pawagki
AGR0004_segmented.txt|818|Wawiknumash wetaji, pawagki, pawagki tuwigki wetaji, pawagki, pawagki Japaimiash wetaji, pawagki, pawagki
AGR0004_segmented.txt|819|Niipash wetaji, pawagki, pawagki. tuwigki wetaji, pawagki, pawagki, wajaidau
AGR0004_segmented.txt|821|Nunik shiyak, makichik muuntan kajanum besejan ipatkau, nuniak
AGR0004_segmented.txt|822|Nuwajai Tsanigkam jituawaigpa, jitakjumesh nijamach sawich sujustajum, wee asan senchi kitamajai tuu ipatkau, nuna deka tuwig ashinkae Weesh, Wawikun, Diipan, Wajakain, Japaimin aatus adayagmajama tusa egakmag wainkau ainawai
AGR0004_segmented.txt|823|Yamaikish duke week yuwinaji
AGR0004_segmented.txt|824|Jui iwainaji weesh tuwig najaneakash ashinkajabi nunu
AGR0004_segmented.txt|825|Ima yutaijin egak wekaekama igkugku takashu uchuchijin
AGR0004_segmented.txt|826|Amekaitam, takashchi ampug wajasuchi
AGR0004_segmented.txt|827|Juju kucha muunta juiyan minajai
AGR0004_segmented.txt|828|¡Chii! tujash tuwa weame takashchi?
AGR0004_segmented.txt|829|Mina diichjun kujanchman ijagsatasan weajai
AGR0004_segmented.txt|830|¿Dusha tsumaiduwe dusha tuwi pujawa?
AGR0004_segmented.txt|831|¡Anui, anui! amina ukugmin
AGR0004_segmented.txt|832|Tama Ima puyatki ayampa ukujin diyai, takashuk kuchanum tseke iyagka weu
AGR0004_segmented.txt|833|Kuntin, namak aidau najaneakmau
AGR0004_segmented.txt|834|Kuntin namak aidau najaneakbau pachisa chichainaku ijunjaji
AGR0004_segmented.txt|835|Yamai dekawagmi kuntin, namak aidau najaneakbau pachisa
AGR0004_segmented.txt|837|Katish aidauk Ugkajujai ijunag batsami tuajame
AGR0004_segmented.txt|839|Ugkaju amujatu pujutai kuk aents chichaman umigkajui maami tusag, shushuin, shiikin, Tuwichan, Yukujun, Tijun ashi nugka taumin aidaunak shimuinak ukukiaju
AGR0004_segmented.txt|840|Dutikam shiikshakam patagak we wenakua jegau nuwa batsatbaunum, nunittaman nuwashkam iniidau ¿amesh tuu wegame? tama, Ugkaju amujatui tuwinakui wajasan diistasa weajai tutai, ¡chaj! wagkamea tuush wekaeme, amea annuk ibau wajiu aidaush jinuina tama, dekaske wika pegke shiikchitkuish bakumin ajapnatjai tusan weajai
AGR0004_segmented.txt|841|Tusa ukuki, eemak tikich batsatbaunum, jegawag, ijunag chichasag, Ugkajush wajukiawaki nuna ashi dekawag, nugka tautan nagkamawaju, nunik ashi umikag, tsawainak jeteam Ugkaju ejapen wajanta ¡juum! takug yumin apujaitakama junuut kuyuau, nunitai aentsji paan ijunun amuidau imatjam Wampik tseke jinkiu nunik nigki ewemjauwai tuajame
AGR0004_segmented.txt|842|Dutikainak Ugkajunak maawag asaag ukuinak atsanmainamunum Kuntin, bashu, chuwi, chiwa, aidauk najaneakui
AGR0004_segmented.txt|843|Untsu Tatasham, Achayap, Ugkum, Sugka, Tiiju aidauk jega kaunamunum kusean, Paumtan, kagkan, katishan buuken tsupig sukuinak enemainamunum najaneakui
AGR0004_segmented.txt|844|Namakak dutika buuke sukujamu asa buuken kaya egkemame
AGR0004_segmented.txt|845|Aantus kuntin najaneagtai,nuwi Etsa wajau ¡kusui! kakagman maa yujasag kuntin najaneakia tama abai, ¡kusui! yumigmajui
AGR0004_segmented.txt|846|Makichik tsawantai mina apachjun iniasmajai
AGR0004_segmented.txt|847|Apachi ¿wajimpaya iina nugkesh? tusa iniai apachug tujutme
AGR0004_segmented.txt|848|nugkak ii akinamu ii takasa pujag nunu, ii tuwi wasugkamji, tuwi papish augji nunuwai
AGR0004_segmented.txt|852|Juna aajan ashi anentaimjan dekas dekaamiajai jujú Perú taji duka, dekas iina nugkempapi tusan
AGR0004_segmented.txt|853|César Vallejo, peruano chicham agatan shiig unuimatjau, akinawai Santiago chuco, nunik datsamea pujus wekaesauwai kuashat nayantsa amain yaktanum, nunik wekae wekaekawa jakauwai París
AGR0004_segmented.txt|855|Nuigtu jinta wekaetusa waimakbau chichaman agajui: Tungsteno
AGR0004_segmented.txt|856|Juna imajin agak ukukiu asamtai ashi nugkanmash wantinjauwai
AGR0004_segmented.txt|857|¡Takamtak! yamai namak pachisa augmattsami tutai kuwashat uchi chichaktatuidau pekaju
AGR0004_segmented.txt|858|Zúñiga chichak, muunta wii makichik tsawantai kamatak namak iwakun wainkan juki inimai jinta jakami
AGR0004_segmented.txt|859|Tusa tutai Humberto Grieve, wishakam aintsanuk namakan juukan juki jegajui ejegamiaji tujash jinachmayi namakak jinutsame
AGR0004_segmented.txt|860|¿Tiagtai jintinkagtin chichak, tujash atumesh yuminmag chimpinujum?
AGR0004_segmented.txt|861|Atsa, numi papamunum pataja idaitaya. tutai uchi pekajushkam shiig senchi dushikjaju
AGR0004_segmented.txt|862|Tujamtai makichik uchi putsuju watsasuch chichak
AGR0004_segmented.txt|863|Namakak yuminmaya jiikmak jinuwa dukujin ukukiu asa
AGR0004_segmented.txt|864|Humberto Grieve chichak duka waitai; jinatsui, mina egkemtaijui awa duka jinatsui, mina papi augtajuk pegkeg asamtai, jinatsui apajush kuwichkiji ajamu asamtai
AGR0004_segmented.txt|865|Tusa tutai ashi uchi pampaag dushikidau
AGR0004_segmented.txt|866|¡Jajajaaa! duka muunta waitai ¡jajajaaa…!
AGR0004_segmented.txt|867|Dekaskeapi tujuttinme tusa Humberto Grieve awentsag
AGR0004_segmented.txt|868|Mina apajuk amamain ainawai dasen, tikich sumamainnash kuwashat kuwichkiji ajamu asa
AGR0004_segmented.txt|870|Wajukaupa tusa jintinkagtin iniau
AGR0004_segmented.txt|871|Tutai auk Grieve intashnum japikme tusa etsegkau Paco Fariña
AGR0004_segmented.txt|872|¡takamtak tatsugmek! tusa idayak jintinkagtinuk pumputmamunum agak waja, nunik umik Grieven Tujash ¿namak yuminmaya jiikmash wajukmainita?
AGR0004_segmented.txt|874|Tusa tutai ashi uchi pampantug dushikinak, Grievepak anentaimjache jenig, papi augtaijinish, apajinish, kuwichkinmash
AGR0004_segmented.txt|876|Fariñasak, Paco Yunque butma nunitsuk untsumak ¡jintinkagtinu!
AGR0004_segmented.txt|877|Grievek awajatui, chichamash tachamuitak wenujui awatine
AGR0004_segmented.txt|878|Paco Yunque ¿dekaskeakaik Fariña tawa dusha?
AGR0004_segmented.txt|879|Tama Paco Yunqueshkam Humberto Grieven shayas diis, etsegmainchau dekapeak ayatak nugka tsuntsumau, Fariña Yunque etsegtsujama, tama, atsa jintinkagtinu, Humberto Grieven suwimtaiyai, dukujishkam nina jeen takau, nuigtushkam niina jeen puja duwi etsegtsui
AGR0004_segmented.txt|880|Tutai jintinkagtinchakam ashi uchin iniak
AGR0004_segmented.txt|881|¿Fariña tawa nunash yaa tikichish wainkame?
AGR0004_segmented.txt|882|Ashi uchi pampantug ¡wi wainkamjai!
AGR0004_segmented.txt|883|Grieve waitjuawaipa ame uchi pegkejaitam ibauk waitjubaitsui
AGR0004_segmented.txt|884|Ayu wika dekaskeapi tajame ame tujutam nunak, uchik amea ibauk waitjumaitsui ajubaish
AGR0004_segmented.txt|885|Suwimkanak suwatsui apaji kuwichkigtina duwi, tujash wika dukujun ujatkattjai…
AGR0004_segmented.txt|886|Tabaun jintinkagtin antuku nunik kajeka Fariña wajamunum jegan wajan paan jiika chichak
AGR0004_segmented.txt|887|Humberto Grieve uchi pegkejai, waitjutnash waitjuchui duwi suwimkanak suwatsjai, juwig ujuna uchijish, wiyakchan uchijijaish betek ainawai
AGR0004_segmented.txt|888|Ame atak Grieve apaji pachisa chichakminig jimag etsa suimkan amastatjame ¿antukumek?
AGR0005_segmented.txt|924|¿Kuntin aidaush wajuk yujau ainawa?
AGR0005_segmented.txt|925|Yagkug shiig muun wamak jau
AGR0005_segmented.txt|926|Yawa wajinak aikiawa nunu
AGR0005_segmented.txt|927|Jii Shipibo batsatbaunum wantinkamu
AGR0005_segmented.txt|928|Noticia: Nuwaush Shipibo aidau futbolnum depetmakaje
AGR0005_segmented.txt|929|Mishush wagkag yaki pujau iyakush umimtsukesh iyawa
AGR0005_segmented.txt|930|Kucha Imirianum wajig nagkaemakiawa nunu
AGR0005_segmented.txt|931|Pagki wajaa aun tikich aents aidaush wajuk tuwinawaki nunu
AGR0005_segmented.txt|932|Uchuchiji tujash shiig wamkeush namaka main
AGR0005_segmented.txt|933|Uchuchiji tujash shiig uwemin
AGR0005_segmented.txt|934|¿Chaajip nugkaa iyakuish waji aikmainaita?
AGR0005_segmented.txt|957|¿Waji aikamiume nunuish? (refiriéndose al texto, ¿chaajip iyakuish wajukmainaita? )
AGR0005_segmented.txt|960|Por ejemplo, ¿Wagka tau tame nunash…? o ¿waji titakamag tawa Ajaknum dai jinkiu bakichik nuwa shiig shiigmaush dushiamua anmamtin tawa dusha? (Texto: Sara Wirujai )
AGR0005_segmented.txt|967|Juju agagbauwa nunuig etsejui ii batsatkamu aidaunmaya kuntin aidau baki bakichik wajuk yujau ainawa nuna pachis
AGR0005_segmented.txt|968|Juju chicham agakbauwa duka uchi aidau aujus antuk takastinme tusa agaja umikbauwai
AGR0005_segmented.txt|970|3.a Tesakbaunum shiig aikbau
AGR0005_segmented.txt|971|Agagbauwai japa bakuinia ukush umputai najanamun pachis, awajún wegantu umputain
AGR0005_segmented.txt|972|Antsag etsejui muun aidauk umpumainai tusa wagki uchi umpuamak uchi wakanin japa jujumain asamtai
AGR0005_segmented.txt|973|Nunak japa wakani juki tabaunum
AGR0005_segmented.txt|974|2.b Pijunnash yaa aidauk umpumainaita nuna pachis
AGR0005_segmented.txt|975|Nii nunak tawa nuna agagtatui
AGR0005_segmented.txt|976|Juju chicham agagbauwa duka iwainawai chigki nawe nanchikish wajukuk ainawa nuna, antsan wajinmak atsumiajawa nuna
AGR0005_segmented.txt|977|Chigki numinum Peemak wekaeyin
AGR0005_segmented.txt|978|Chigki kuntinu achika yuu
AGR0005_segmented.txt|979|Jimag eemak au nuwigtu jimag ukunum
AGR0005_segmented.txt|980|Kampatum eemak au nuwigtu bakichik ukunum
AGR0005_segmented.txt|981|Numinum peemak wakata tabaunum
AGR0005_segmented.txt|982|Yumainji achika nanak wegak shiig emetua jukita tabaunum
AGR0005_segmented.txt|983|Chigki namaka yukuak wekaenu nawee Paat
AGR0005_segmented.txt|984|Chigki kuntinu yuu nawee Ukukui
AGR0005_segmented.txt|985|Chigki numinum achimak peemak wekaenu nawee Tatasham
AGR0005_segmented.txt|986|3.c Baki bakichik chigki aina nunu nawenash wajinmak atsumakug takajawa nuna pachis
AGR0005_segmented.txt|987|Jujuig augmatui datsa shipibo wegantu Nima daagtin pagki yakurunajai kumpaji wajasua nuna
AGR0005_segmented.txt|990|Nima wainkau yacuruna uchijin/
AGR0005_segmented.txt|991|Bakichik datsa yacuruna uchijin wainkau
AGR0005_segmented.txt|992|Yacuruna muun wegak buchittai jega aidaush buchituidau
AGR0005_segmented.txt|993|1.ch Nima jakau asamtai./
AGR0005_segmented.txt|994|Yumi bachik aunum apusamu tsakatai wegkag muun wegau
AGR0005_segmented.txt|995|Bakichik kashi yacuruna Niman kajanum tiu nuniak jujukta kucha muunnum nui pujustajai tusa
AGR0005_segmented.txt|996|Nuwi nagkamas Niman kajanum wantintau nuniak ujau tuwig namakan maumainaita nuna
AGR0005_segmented.txt|997|(a) Nima wajuk yacurunan tsakapaju ayi nuwigtu wajuk pujusu ayi nuna
AGR0005_segmented.txt|998|Papiigmak yacurunanak Nima uchijiya annai tusa tumainai
AGR0005_segmented.txt|1000|Juju agagbauwa nunuig ujapawai yagkug Indonesia tsapauwa nuna
AGR0005_segmented.txt|1001|Yagkug shiig muun wajaknun
AGR0005_segmented.txt|1002|Yagkujak ima 40 mijan pujuwai
AGR0005_segmented.txt|1003|Neje kaujujai betek mejeau asamtai
AGR0005_segmented.txt|1004|Atsa, neje kaujujai betek kugkuau asamtai tie
AGR0005_segmented.txt|1005|Jehe, juju yagkug muunta duka iwakui untsu jakauk iwakuchui
AGR0005_segmented.txt|1008|Juju chicham agagbauwa nunuig ujajatui yawaa inia nuwigtu tikich nugkanmaya aidaush wajuk aents aidautinash yaijatiawa nuna pachis
AGR0005_segmented.txt|1009|Yawaak yaijatnai jintintuamu asa
AGR0005_segmented.txt|1012|Mejentuk ejeyi kuntinu mau. /
AGR0005_segmented.txt|1013|Ajanum uwijan kuwitamu. /
AGR0005_segmented.txt|1014|Aentsun ejegu hielo yutuamun
AGR0005_segmented.txt|1015|Ii batsatkamu aina nunuig yawanak mucuran suwinawai shiig mejentuk kuntinun wamak ejeti tusa
AGR0005_segmented.txt|1016|(ch) Yawa aidau iina nugken nuwigtu tikich nugkanmash wajinmak yaimua nuna pachis
AGR0005_segmented.txt|1019|Juju chicham agagbauwa nunuig estsejui shipibo wegantu aidau jii waina ajakchaun kawau chuwagjai jii juki shibipo batsatkamunum ajuauwa nuna pachis
AGR0005_segmented.txt|1020|2.a Yumi ipamkauwai numi wajamunum
AGR0005_segmented.txt|1021|2.b Jii sukuam tunig juwakui
AGR0005_segmented.txt|1022|Shipibo aidau batsatbaunum kawau wajuk jiin jukiu ayi nuna
AGR0005_segmented.txt|1024|Noticia: Nuwaush shipibo aidau futbolnum..
AGR0005_segmented.txt|1025|Juju agabuawa duka etsejui Pucallpanmaya shipibo caimitunmayajai wasugkamamun
AGR0005_segmented.txt|1026|Wasugkabaunmak caimitunmaya depetmake zapatjin ukuimakag shiig wasugkamawaju asa
AGR0005_segmented.txt|1027|2.a Zapatilla ukuimakam wampush dekapjaju asag
AGR0005_segmented.txt|1028|2.b Nii nunak tawa nuna agagtatui
AGR0005_segmented.txt|1030|5.a Caimitonmaya wajuk futbolnumash depetmakaje nuna
AGR0005_segmented.txt|1032|¿Mishush wagkag yaki pujau iyakush umimtsukesh..
AGR0005_segmented.txt|1033|Juju agagbauwa duka ujapawai mishush wajukuk asag iyakush shijash ayampawa nuna
AGR0005_segmented.txt|1034|Antsan ujapawai wajijin yayawa iyamunmash nuna
AGR0005_segmented.txt|1035|Mishu tagkijik kuikuitui, antsag wiyunchjin atsujui
AGR0005_segmented.txt|1036|Nuniau asa mishuk utujimkas shiig ayampawai, yaki pujau iyakush ayampak naween shiin utujimkas nugka wajanai
AGR0005_segmented.txt|1037|Yaki pujau iyakush tukee naween iyak umimchau asamtai
AGR0005_segmented.txt|1039|Juju agagbauwa duka ujapawai yaakat Machu Picchu pachis
AGR0005_segmented.txt|1040|Etsejui yaki aidauk umikiawa nuwigtu tuwig umikbauwaita nuna
AGR0005_segmented.txt|1041|Antsan kayanash wajuk takasajuita nunashkam
AGR0005_segmented.txt|1042|Inka ayamtai a ti tusa
AGR0005_segmented.txt|1043|Yaakat Machu Picchu. /
AGR0005_segmented.txt|1044|Yaunchuk yaakat kayajai jegamkamu. /
AGR0005_segmented.txt|1047|Juju agagbauwa duka iwainawai amazonasnum jimag shiwag batsatkamua nuna duka Shipibo nuwigtu Amen aents ainawai
AGR0005_segmented.txt|1048|Kucha imirianum pachisa augmatbau
AGR0005_segmented.txt|1049|Manii batsatu epegkeawag shiig juwakajua nunu
AGR0005_segmented.txt|1050|Nunak Imirianum namakan maunak Amen Tamo emegkau tuidau asag
AGR0005_segmented.txt|1051|Shiig dekatsuk chichama pataa batsatu shiig paan dekawaju uchi datsa megkaekamun pachisag
AGR0005_segmented.txt|1053|Juju chicham agagbauwa duka ujapawai wajuk reloj kayamjai najanmainaita nuna
AGR0005_segmented.txt|1054|Juka uchi aujus diis najanati tusa umikbauwai
AGR0005_segmented.txt|1055|Gaseosa envasejin agkan epekchamu juwa nunu epenta tabaunum
AGR0005_segmented.txt|1056|Uchi nuwaush chichaa nunuwai dekaskea nuna tawa duka
AGR0005_segmented.txt|1057|Wagki agagbauwa duka jintinjamui reloj kayamjai takau wajuk najanmainkita nuna
AGR0005_segmented.txt|1058|Juju agabauwa duka infografianum iwainakbauwai shiig wakesa diimain umikbau baki bakichi pagki iyashiya nunu
AGR0005_segmented.txt|1059|Juka augmainai yaki nagkabaish antsaik nugka nagkabaishkam
AGR0005_segmented.txt|1060|Juna uchi aidau ausati takuik shiig pan uchi aidau ujakbau amain ainawai
AGR0005_segmented.txt|1062|Pagki wajaa aun tikich aents aidaush wajuk..
AGR0005_segmented.txt|1063|Juju chicham agabauwa nunuig awai kuwashat shiwag aidau ditash wajuk pagki waja aun wainkush wajuk tinuk ainawa nunu
AGR0005_segmented.txt|1065|Juju agagbauwa duka augmatui uyush diipas wekaena nuna nuwigtu wajuk uwemiawa ikam pujushas nuna pachis etsejui
AGR0005_segmented.txt|1066|2.a Uyushik waitkai tusa buchittsuk numinum duka ayamunum uumak ekemnai
AGR0005_segmented.txt|1067|2.b Wagki uyushik numi diipas tsapachawash anmamtuk buchitnai
AGR0005_segmented.txt|1071|Juju agagbauwa jujuig augmatui bakichik yara tawa nunu jibaituk namak nuwigtu jibaituk aents aishmagku pakijimatatus aishmanku nuwega nunin wajasua nuna , tujash aishmagkua nunu ejeyiuwai
AGR0005_segmented.txt|1072|Nuwa junik wajatai. /
AGR0005_segmented.txt|1073|Nuwem diyaku ata tusa Hishtankan dukuji tibau asa
AGR0005_segmented.txt|1074|b Numinum jigka ukukbaun. /
AGR0005_segmented.txt|1075|Numinum jigka jaanchi jujuki ukukbau yapagki pujaun
AGR0005_segmented.txt|1076|1.ch Namakia nuwa Hishtanka nuwee najanea./
AGR0005_segmented.txt|1077|Ajanum weu taak tugkae itau
AGR0005_segmented.txt|1078|Tsatsajin mina uchigka aina tusa tiu
AGR0005_segmented.txt|1079|Bakichik kuntin namakia nuwa najaneamun pachis
AGR0005_segmented.txt|1082|Juju chicham agagbauwa duka ujapawai chajish wajuk namaknash maawa nuna
AGR0005_segmented.txt|1084|Chajik namaka maata takug numinum ekemas shiig emetus diyawai, yupichu wainbaitsui uje numi kukajuwama nunin asamtai
AGR0005_segmented.txt|1085|¿jujuish wajina pachisaya augmatua?
AGR0005_segmented.txt|1086|Yumainjin maakug shikit nagkimamujai betek akentinai
AGR0005_segmented.txt|1087|Yumainjin jukig numinum ataktu wakitki ekemui
AGR0005_segmented.txt|1088|Chajik yumainjin nujiin iju juwakug shikit nagkimamujai betek wejawai
AGR0005_segmented.txt|1089|Yabaik chicham paan jikattsa augmatbauk ashi ajutjamui juju ainawai
AGR0005_segmented.txt|1091|Chajik namaka maata takug numinum ekemas shiig emetus diyawai, wainbaitsui uje numi kukajuwama nunin asamtai
AGR0005_segmented.txt|1092|Jujuwai dekas jikattsa augmatbauk
AGR0005_segmented.txt|1093|chajish wajuk yumainjinash mainaita nuna etsejui
AGR0005_segmented.txt|1094|Juju agagbauwa duka augmatui waimaku Wiru daagtinu maaniamunum nuwee Saran maawagbauwa nuna pachis
AGR0005_segmented.txt|1095|Wiru buutam negaiki Sara detsepen uchupiam jiinkiuwai bakichik ajak
AGR0005_segmented.txt|1096|Juju augmatbauwa duka shaa wajuk wantinkauwaita nuna augmatui
AGR0005_segmented.txt|1097|Maanibaitsui batsatkamu tikiju aidaujaig
AGR0005_segmented.txt|1099|Awai kuntin ikamia yakum, nuna pachis juju gagabauwa duka ujapawai wajukuk asag shiig senchish untsumnaita nuna, untsubaujin 5 km antuedai
AGR0005_segmented.txt|1100|Ujapawai wajuk yujauwakita nuwigtu yakuma kumpainajish wajukukita nuna
AGR0005_segmented.txt|1101|Shiig senchi untsuma nunak aniawai jagke muun asamtai, nuwigtu shinuken ajawai tsukajeya anin dase aimtai
AGR0005_segmented.txt|1102|Yakum aishmagkuk tikichi uchijinak kuwitamtanak dakitnai nuniau asa mainai
AGR0005_segmented.txt|1105|Juju agagbauwa nunuig etsejui wakemain shushui dakumkamu awa nuna diisa baki bakichik shushui iyashi aina nuna
AGR0005_segmented.txt|1106|Ju akanja agagbauwa nunuig augmainia yakiya nunui nagkama, aniashkuish nugkaya nunui nagkama nunika ashi ausa nua nunui antumainai juna takuap tawa tusa
AGR0005_segmented.txt|1107|Juju ausata takuik, uchi aina duka ujamainai wajuk augmainkita nunu
AGR0005_segmented.txt|1108|Shiwaji wainak aniashkush shiwaji aintam
AGR0005_segmented.txt|1109|Augmatui shushuish wajukukita nuna
AGR0005_segmented.txt|1111|Juju augmatbauwa duka augmatui datsa uwija kuwitamin Siskucha daagtin nuwigtu apu nawanji paun najaneamun pachis augmatui
AGR0005_segmented.txt|1112|Datsa aidau pakijinamun tujash jakauwai nuwa duka
AGR0005_segmented.txt|1113|Siskucha pauma ukunchin igkug jukiuwai
AGR0005_segmented.txt|1114|Nunu ukunch jukimua nununa umputai najaneauwai nunu umputaiya numamtinnak yabaikish uwija kuwitamin aidauk takaku ainawai
AGR0005_segmented.txt|1115|Jeen pauman jukiu tsuwagtatus
AGR0005_segmented.txt|1116|Paum weta dakitau nuniak nuwa shiig shiigmaush najaneau
AGR0005_segmented.txt|1117|Siskucha uwijan egak weu ai pauman yuwawaju
AGR0005_segmented.txt|1118|Siskucha buutki pauma bakui ukunchin juki ukukiu
AGR0005_segmented.txt|1119|Siskucha shiig umpuu ajakbauwa duka yabaikish antugu
AGR0005_segmented.txt|1120|2.b Uwijan megkaekaun kashikmas egaak wegak
AGR0005_segmented.txt|1121|Siskucha umputaiji shiig pegkejush shinau
AGR0005_segmented.txt|1122|¿Chaajip nugka iyakuish waji aikmainaita?
AGR0005_segmented.txt|1123|Juju agagbauwa nunuig wajuk chaajik iyakuish uwemainaita nuna ujapawai
AGR0005_segmented.txt|1124|Juju dekamua duka muja batsatkamunmaya nuwigtu amazonasnumia aidau ujapakbauwa nunu dekanui
AGR0005_segmented.txt|1125|Numi muunnumak wajautin nugkanum wee kuwashat au asamtai. /
AGR0005_segmented.txt|1127|Juju chicham agagbauwa nunuig augmatui apu tintayu patayi aidaun nii batsatkamunum wajuk uwemtikjau ayi nuna
AGR0005_segmented.txt|1128|Yumi yutug wegak pujam nunak amugtatui tabaun kajanum dekaa
AGR0005_segmented.txt|1129|Nunik tikish batsatkamunash ujaktajai tiu
AGR0005_segmented.txt|1130|Nunik Tintayushkam ujajatuk patayi batsatbaunum tau, shiijash batsata tusa
AGR0005_segmented.txt|1131|Nunitai Tintayu iyaumainun wainak pagki shiig muun najanea pee minamamtai nunig numi muunnum katigkaju nunik uwemjaju
AGR0005_segmented.txt|1132|(b) Tintayu kuntin najanea wajuk aents aidaunash yaigkami nuna
AGR0005_segmented.txt|1133|Dita dekawagtata nuna agag kumpaji ujaktatui
AGR0005_segmented.txt|1153|¿Chicham agagbau ausaum nunuish tu wakesamesh disume?
AGR0005_segmented.txt|1154|¿Chicham agagbaush wajuk agagbauwaita?
AGR0005_segmented.txt|1155|¿Chicham agagbau wainkaig nujai betekmantinush wainchaukum?
AGR0005_segmented.txt|1164|Por ejemplo, ¿Chicham agagbaunmash tuwi wainkaume juju chicham agabauwa duka tishipis chichawai titatkumesh (señalando el texto Uyush: Kuntin batag )?, ¿Agagbaush wajinma betekmamtinaita (señalando Reloj kayamjai takau y Apu tintayu )?
AGR0005_segmented.txt|1173|¿Juu agagbauwa dusha wagkag agagbauwaita?
AGR0005_segmented.txt|1174|Descriptivo: Uyush: Kuntin batag
AGR0005_segmented.txt|1175|Instructivo: Reloj kayamjai takau
AGR0005_segmented.txt|1221|¿Utugkamea dekame junap tawa tusamesh...?
AGR0005_segmented.txt|1236|¿Wagka abuemaunmash aentsush najaneachuita?
AGR0005_segmented.txt|1241|¿Apu tintayu senchiji aju ajakua anin senchi ajutjamkuish waji aikmainaitme?
AGR0005_segmented.txt|1242|¿Augmatbau betekmamtinush dekasmek ame pujamunmash?
AGR0005_segmented.txt|1260|Jessica Simon y Patricia Soto
AGR0006_segmented.txt|1342|Yabai iwaintajame bakichik agagbaun augmaina nuna, antsanuk iwaintajame wajuk augmainaita nuna
AGR0006_segmented.txt|1343|Eke autsuk , dakumkamu diisjum nua nunui dakumkamu pachisjum chichastajum
AGR0006_segmented.txt|1344|Uchijum iniasta chicham agagbaush wajina pachisaya chichamainaita nunu nuwigtu tsugki pachisash wajinak dekawa dushakam
AGR0006_segmented.txt|1345|Chicham agagbau augbaunum , uchijum chicham agagbauwa nuna antuktakama utujimkuig tuna shiig antatsua nunu shiig ujakta antukti
AGR0006_segmented.txt|1346|Amazonasnum batsatkamu wegaja nunuig tsugkinak namakan kuwitamin tinu ainawai, tuidau asagmatai namaka dukuji tibauwai
AGR0006_segmented.txt|1347|Tsugki wainkau aidauk tuinawai nuniak shiig shiigbaush, intashii muun wajakin, jii wincha, namaka ujukega anin tinu ainawai
AGR0006_segmented.txt|1348|Antsag tsugkik shiig pegkegchin diipas antu pujumainun tugkitak ayaumak pujus kantamnai
AGR0006_segmented.txt|1349|Tsugki namaka mainun wakegakun, kantabaujin unumpeawai dutikak tempemitkawai antsag imamtikmaina aikawai
AGR0006_segmented.txt|1350|Dutika tumtupega nunui diipas pijipji yumijijai achiawai
AGR0006_segmented.txt|1351|Nunak aikawai shiig senchi anenti tusa
AGR0006_segmented.txt|1352|Dutika idaiyak initak yuminum pujusa shiig mayatti tusa pijipji yumijin nujiin bushutmitkawai, namaka initak yuminum pujakush shiig nugkanum pujusa mayatmaina aautus mayatti tusa
AGR0006_segmented.txt|1353|Imapam ashi nuna umik juwawai namaka initken
AGR0006_segmented.txt|1355|Ibauchin wainkau asa nuwigtu shiig batsatbaun wainu asa nugkanmat yupichu waketmainchau dekapnai
AGR0006_segmented.txt|1356|Uchigmijai chichasta tuna shiig antukchae nunu
AGR0006_segmented.txt|1357|Ame tuu dekame tsugki pachisam nunu uchijum ujakta
AGR0006_segmented.txt|1358|Juju chicham wakemain ausaum aan pegkeg aidauk igkugtatme Mina wakesa augtaig 2015 tawa nunui
AGR0006_segmented.txt|1359|Nunu libronak Ministerio de Educación uchigmin susae nii papii autaijin ausati tusa nuwigtu nunu librowa nunak jeenishkam ausati tusa
AGR0007_segmented.txt|1470|Hipopótamok makichik kuntin batsamnai África nugka ejapen entsanum
AGR0007_segmented.txt|1471|Hipopótamo aidauk ima kuwashat dupan yuwai
AGR0007_segmented.txt|1472|Tujash, awai tikich hipopótamo tantane senchi wajakin aidaushkam, iman asag nuwigtush yuu ainawai kuntin yaijuch aidaun antsag dupanashkam
AGR0007_segmented.txt|1473|Tsawaig, juju kuntinuk entsa kunajinian yunchma yutaijin yuwai, namakia chijichin kunajinian tsujig juki awantak jiini buken etsapi yuwai
AGR0007_segmented.txt|1475|Antsag awai tikich hipopótamo wegantu, nunu wegantuk hipopótamo inan tutaiyai
AGR0007_segmented.txt|1476|Juju wegantuk yuwai ima kukajia dupa aidaun
AGR0007_segmented.txt|1477|¿Agagbaush wajina jikattsash augmatua?
AGR0007_segmented.txt|1478|¿Juju agagbaush wagka agagbauwaita?
AGR0007_segmented.txt|1486|Muun Shajup nawanji Yunuikjai shaan ajainak wegaju
AGR0007_segmented.txt|1487|Jinta wegamunum Yunuikan yutui ijuu
AGR0007_segmented.txt|1488|Dutikam senchi buuttai jega awagkiu
